11013	<b>説明:</b> ライトコルベット: 攻撃用軽コルベット。  基礎的な初期段階ストライククラフト。 \n\n<b>有利:</b> Fighters。 \n<b>不利:</b> Frigates 及び Capital Ships。 \n\n<b>前提条件:</b> Corvette Drive, Corvette Chassis。
11014	Heavy Corvette
11015	<b>説明:</b> ヘヴィコルベット: 攻撃用重コルベット。  様々なストライククラフトに対応するための重火器と装甲。 \n\n<b>有利:</b> Fighters 及び Corvettes。 \n<b>不利:</b> Anti-Strike Craft Frigates 及び Capital Ships。 \n\n<b>前提条件: </b> Corvette Drive, Corvette Chassis, Heavy Corvette Upgrade。
11016	Multi-Gun Corvette
11017	<b>説明:</b> マルチガンコルベット: アンチ戦闘機コルベット。  大規模な戦闘機群を破壊するのに特化している。 \n\n<b>有利:</b> Fighters。 \n<b>不利:</b> Frigates 及び Capital Ships。 \n\n<b>前提条件:</b> Corvette Drive, Corvette Chassis, Fast-Tracking Turrets。
11018	Minelayer Corvette
11019	<b>説明:</b> マインレイヤーコルベット: 機雷敷設用コルベット。  追尾型機雷を一帯に敷設する。 \n\n<b>有利:</b> Frigates 及び Capital Ships。 \n<b>不利:</b> Fighters 及び Corvettes。 \n\n<b>前提条件:</b> Corvette Drive, Corvette Chassis, Minelaying Tech。
11020	Salvage Corvette
11021	<b>説明:</b> サルベージコルベット: サルベージ(Salvage)&捕獲(Capture)用コルベット。  敵艦を使用不能にし捕獲する。 \n\n<b>有利:</b> 無し。 \n<b>不利:</b> Corvettes, Frigates 及び Capital Ships。 \n\n<b>前提条件:</b> Corvette Drive, Corvette Chassis。
11022	Repair Corvette
11023	<b>説明:</b> リペアコルベット: 現場修理用コルベット。 船の修理及び1隻のストライククラフトに補給する。 \n\n<b>有利:</b> 無し。 \n<b>不利:</b> Corvettes, Frigates 及び Capital Ships。 \n\n<b>前提条件:</b> Corvette Drive。
11024	Assault Frigate
11025	<b>説明:</b> アサルトフリゲート: 第一線攻撃用フリゲート。  砲塔や爆弾で敵クラフトを強襲する。 \n\n<b>有利:</b> Corvettes 及び Frigates。 \n<b>不利:</b> Bombers 及び Capital Ships。 \n\n<b>前提条件:</b> Capital Ship Drive, Capital Ship Chassis。
11026	Ion Cannon Frigate
11027	<b>説明:</b> イオンキャノンフリゲート: アンチキャピタルシップビームフリゲート。  強力なビームで敵キャピタルシップを破壊する。 \n\n<b>有利:</b> Frigates 及び Capital Ships。 \n<b>不利:</b> Bombers 及び Capital Ships。 \n\n<b>前提条件:</b> Capital Ship Drive, Capital Ship Chassis, Ion Cannons。
11028	Support Frigate
11029	<b>説明:</b> サポートフリゲート: 修理用重装甲フリゲート。  船の修理及び複数のストライククラフトに補給する。 \n\n<b>有利:</b> 無し。 \n<b>不利:</b> Bombers, Frigates 及び Capital Ships。 \n\n<b>前提条件:</b> Capital Ship Drive。
11030	Drone Frigate
11031	<b>説明:</b> ドローンフリゲート: ドローン展開フリゲート。  ストライククラフトを消し去るために複数のドローンを使用する。 \n\n<b>有利:</b> Fighters 及び Corvettes。 \n<b>不利:</b> Frigates 及び Capital Ships。 \n\n<b>前提条件:</b> Capital Ship Drive, Capital Ship Chassis, Drone Technology。
11032	Field Frigate
11033	<b>説明:</b> フィールドフリゲート: フィールド展開フリゲート。  大規模なアンチ発射体力場を展開する。 \n\n<b>有利:</b> Turrets, Mines, 及び Missiles。 \n<b>不利:</b> Bombers 及び Ion Cannon Weapons。 \n\n<b>前提条件:</b> Capital Ship Drive, Capital Ship Chassis, Defense Field。
11034	Destroyer
11035	<b>説明:</b> デストロイヤー: 第一線攻撃用キャピタルシップ。  大きな前面のイオンキャノンと砲塔による攻撃。 \n\n<b>有利:</b> Frigates 及び Capital Ships。 \n<b>不利:</b> Bombers 及び Cruisers。 \n\n<b>前提条件:</b> Super-Capital Ship Drive。
11036	Missile Destroyer
11037	<b>説明:</b> ミサイルデストロイヤー: 長距離射程キャピタルシップ。  長距離誘導ミサイルの斉射による攻撃。 \n\n<b>有利:</b> Fighters, Corvettes, 及び Frigates。 \n<b>不利:</b> Bombers 及び Capital Ships。 \n\n<b>前提条件:</b> Super-Capital Ship Drive, Guided Missiles。
11038	Heavy Cruiser
11039	<b>説明:</b> ヘヴィクルーザー: 強襲用重武装キャピタルシップ。 \n\n<b>有利:</b> Frigates 及び Capital Ships。 \n<b>不利:</b> Bombers。 \n\n<b>前提条件:</b> Super-Capital Ship Drive, Super-Heavy Chassis, Heavy Guns。
11040	Carrier
11041	<b>説明:</b> キャリアー: 艦隊サポート用キャピタルシップ。  前線を強化するために新しい艦艇を建造する。 \n\n<b>有利:</b> 無し。 \n<b>不利:</b> Bombers, Frigates 及び Capital Ships。 \n\n<b>前提条件:</b> Super-Capital Ship Drive, Super-Heavy Chassis。
11042	Research Ship
11043	<b>説明:</b> リサーチシップ: 研究及び開発用拠点。  新しい技術を研究するためのラボを収容する。 \n\n<b>有利:</b> 無し。 \n<b>不利:</b> Bombers, Corvettes, Frigates 及び Capital Ships。 \n\n<b>前提条件:</b> 無し。
11044	Resource Collector
11045	<b>説明:</b> リソースコレクター: 資源収集用艦艇。  資源物質のためにスペースデブリを収集する。 \n\n<b>有利:</b> 無し。 \n<b>不利:</b> Bombers, Corvettes, Frigates 及び Capital Ships。 \n\n<b>前提条件:</b> 無し。
11046	Resource Controller
11047	<b>説明:</b> リソースコントローラー: 機動性を持つ資源預託用艦艇。  収集した物質をRUs(リソースユニット)に変換する。 \n\n<b>有利:</b> 無し。 \n<b>不利:</b> Bombers, Frigates 及び Capital Ships。 \n\n<b>前提条件:</b> Capital Ship Drive。
11048	Gravwell Generator
11049	<b>説明:</b> グラブウェルジェネレーター: アンチストライククラフトユーティリティ艦艇。  ストライククラフトのエンジンを無効化する重力井戸を発生する。 \n\n<b>有利:</b> Fighters 及び Corvettes。 \n<b>不利:</b> Bombers, Frigates 及び Capital Ships。 \n\n<b>前提条件:</b> Capital Ship Drive, Gravity Generator。
11050	Cloak Generator
11051	<b>説明:</b> クロークジェネレーター: 艦隊規模潜入工作用艦艇。  センサーから全ての近くのユニットを覆い隠す遮蔽(Cloaking)フィールドを発生する。 \n\n<b>有利:</b> 無し。 \n<b>不利:</b> Scouts, Proximity Sensors, Bombers, Frigates 及び Capital Ships。 \n\n<b>前提条件:</b> Capital Ship Drive, Cloak Generator。
11052	Probe
11053	<b>説明:</b> プローブ: 長距離走査探査機。  敵艦及び収集のための資源を検出する。 \n\n<b>有利:</b> 無し。 \n<b>不利:</b> All。 \n\n<b>前提条件:</b> 無し。
11054	Proximity Sensor
11055	<b>説明:</b> プロキシミティセンサー: クローク検出用探査機。  覆い隠された(Cloaked)船を突き止めるために動作検出を用いる。 \n\n<b>有利:</b> Cloaked ships。 \n<b>不利:</b> All。 \n\n<b>前提条件:</b> Proximity Sensor。
11056	Sensors Array
11057	<b>説明:</b> センサーアレイ: センサーサポート用プラットフォーム。  マザーシップのセンサー範囲を強化する。 \n\n<b>有利:</b> 無し。 \n<b>不利:</b> Bombers, Frigates 及び Capital Ships。 \n\n<b>前提条件:</b> Proximity Sensor, Sensor Array。
11058	Research Ship (Aux. Hub. 1)
11059	Research Ship (Aux. Hub. 2)
11060	Research Ship (Aux. Hub. 3)
11061	Research Ship (Aux. Hub. 4)
11062	Research Ship (Aux. Hub. 5)
11500	Fighter Production
11501	<b>説明:</b> The Fighter production upgrade improves the speed and efficiency of new ship output。 \n\n<b>前提条件:</b> Fighter Chassis。
11502	Fighter Drive
11503	<b>説明:</b> ファイタードライブ: これによりアップグレードされる駆動システムは、より大きなファイターに用いられる。 \n\n<b>前提条件:</b> 無し。
11504	Cooling Systems
11505	<b>説明:</b> クーリングシステム: 冷却システムは、小さい船のエンジンや武器によって発生する熱エネルギーを分散させる。 \n\n<b>前提条件:</b> 無し。
11506	Cloaked Fighter
11507	<b>説明:</b> クロークドファイター: クロークドファイター技術は、視覚や電子検出からファイターを隠すことを可能にする。 \n\n<b>前提条件:</b> Fighter Chassis。
11508	Defense Fighter
11509	<b>説明:</b> ディフェンスファイター: ディフェンスファイター技術は、敵の発射体破壊に用いるために、優秀な追尾能力とパルスレーザーを組み合わせている。 \n\n<b>前提条件:</b> Fighter Chassis。
11510	Fast-Tracking Turrets
11511	<b>説明:</b> ファストトラッキングタレット: これらの砲塔は、迅速に追尾し、高速な目標を破壊するように設計されている。  Multi-GunCorvettesが必要とする。 \n\n<b>前提条件:</b> Corvette Chassis。
11512	Plasma Bomb Launcher
11513	<b>説明:</b> プラズマボムランチャー: この武器は、過熱プラズマのオーブを放電し、キャピタルシップの硬化装甲に対して壊滅的損傷を与える。 \n\n<b>前提条件:</b> Fighter Chassis。
11514	Fighter Chassis
11515	<b>説明:</b> ファイターシャーシ: HeavyFighterChassisは、InterceptorsやAttackBombersなどの大型戦闘機を建造するために必要とされる。 \n\n<b>前提条件:</b> Fighter Drive。
11516	Corvette Drive
11517	<b>説明:</b> コルベットドライブ: コルベット級艦艇は、このサイズの動力装置を必要とする。 \n\n<b>前提条件:</b> 無し。
11518	Heavy Corvette Upgrade
11519	<b>説明:</b> ヘヴィコルベットアップグレード: HeavyCorvetteUpgradeは、装甲の強さと火力を増加させる。 \n\n<b>前提条件:</b> Corvette Chassis。
11520	Minelaying Tech
11521	<b>説明:</b> マインレイニングテック: Minelayer技術は、MinelayerCorvetteを建造可能とする。 \n\n<b>前提条件:</b> Corvette Chassis。
11522	Corvette Chassis
11523	<b>説明:</b> コルベットシャーシ: CorvetteChassisは、より重く、より専門的なコルベットのためのより大きいプラットフォームを提供する。 \n\n<b>前提条件:</b> Corvette Drive。
11524	Advanced Cooling Systems
11525	<b>説明:</b> アドバンスドクーリングシステム: AdvancedCoolingSystemsは、大型キャピタルシップのために必要であり、駆動装置と武器によって生成される大量の熱を安全に分散させるために不可欠である。 \n\n<b>前提条件:</b> 無し。
11526	Capital Ship Drive
11527	<b>説明:</b> キャピタルシップドライブ: Frigates and other small Capital Ships require this drive system。 \n\n<b>前提条件:</b> 無し。
11528	Defender Sub-Systems
11529	<b>説明:</b> This technology integrates the high firepower weapons and tracking systems required for the Defender。 \n\n<b>前提条件:</b> Fighter Drive。
11530	Corvette Production
11531	<b>説明:</b> Corvette production technology streamlines ship fabrication and improves production speed。 \n\n<b>前提条件:</b> Corvette Chassis。
11532	Strike Craft Support
11533	<b>説明:</b> This key technology is crucial to constructing Support Frigates and Carriers。 \n\n<b>前提条件:</b> 無し。
11534	Ion Cannons
11535	<b>説明:</b> These advanced weapons are carried on specifically-modified Ion Cannon Frigates。 \n\n<b>前提条件:</b> Capital Ship Chassis。
11536	Drone Technology
11537	<b>説明:</b> This technology is required by Drone Frigates to be able to launch and control their 24 armed drones。 \n\n<b>前提条件:</b> Capital Ship Chassis。
11538	Defense Field
11539	<b>説明:</b> Defense field technology is employed by the Field Frigate to redirect enemy projectiles。 \n\n<b>前提条件:</b> Capital Ship Chassis。
11540	Capital Ship Chassis
11541	<b>説明:</b> The Capital Ship Chassis is a versatile platform that enables the development of several different weapons systems。 \n\n<b>前提条件:</b> Capital Ship Drive。
11542	Super-Capital Ship Drive
11543	<b>説明:</b> This massive engine system is required for Destroyers, Heavy Cruisers, and Carriers。 \n\n<b>前提条件:</b> Capital Ship Chassis。
11544	Advanced Targeting
11545	<b>説明:</b> Advanced targeting allows large ships to track and destroy a greater number of targets。 \n\n<b>前提条件:</b> 無し。
11546	Guided Missiles
11547	<b>説明:</b> Guided missiles form part of the weapon system for the Missile Destroyer。 \n\n<b>前提条件:</b> Super-Capital Ship Drive。
11548	Carrier Tech
11549	<b>説明:</b> Carrier technology enables the Carrier to construct new ships and maintain fleet systems。 \n\n<b>前提条件:</b> 無し。
11550	Heavy Guns
11551	<b>説明:</b> Heavy guns are the critical component of the massive weapon inventory on the Heavy Cruiser。 \n\n<b>前提条件:</b> Super-Heavy Chassis。
11552	Proximity Sensor
11553	<b>説明:</b> A Proximity Sensor can find cloaked enemy ships within a substantial radius。 \n\n<b>前提条件:</b> 無し。
11554	Sensors Array
11555	<b>説明:</b> The Sensors Array uses a complex suite of instruments to locate and track enemy ships at great distances。 \n\n<b>前提条件:</b> Proximity Detector。
11556	Gravity Generator
11557	<b>説明:</b> The Gravity Well Generator creates a field that can stop any strike craft that enters it。 \n\n<b>前提条件:</b> Capital Ship Drive。
11558	Cloak Generator
11559	<b>説明:</b> Cloak Generator technology creates a powerful area-effect cloaking field where all friendly ships are rendered invisible。 \n\n<b>前提条件:</b> Capital Ship Drive。
11560	Super-Heavy Chassis
11561	<b>説明:</b> The Super-Heavy chassis is required for the most massive capital ships - Heavy Cruisers and Carriers。 \n\n<b>前提条件:</b> Capital Ship Chassis。
11562	Capital Ship Production
11563	<b>説明:</b> This production upgrade increases the speed at which the mammoth capital ships can be constructed。 \n\n<b>前提条件:</b> Capital Ship Chassis。

rangeend
